category,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Body,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Heart + Lungs,Metabolism,Metabolism,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Vitals,Sleep Vitals
name,Active Time,Activity Distance,Avg Stress Level,High Intensity Activity,Low Intensity Activity,MET Min High Intensity,MET Min Medium Intensity,Max Stress Level,Medium Intensity Activity,Steps,Time Resting,Total Activity,Fitness Age,Weight,Avg Heart Rate,Max Heart Rate,Min Heart Rate,Resting Heart Rate,Blood Oxygenation,VO₂ Max,Active Calories Burned,Resting Calories Burned,Total Calories Burned,Body Battery,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Time Awake Percent,Sleep Blood Oxygenation,Sleep Respiratory Rate
units,Minutes,Miles,%,Minutes,Minutes,Minutes,Minutes,%,Minutes,Steps,Minutes,Minutes,Years,Pounds,Beats / min,Beats / min,Beats / min,Beats / min,%,mL/kg/min,Calories,Calories,Calories,%,Hours,%,Hours,%,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,14.066666666666666,0.9202507357034916,33,93.0,282.0,0.0,0.0,93,252.0,1765,704.0,627.0,,,63,100,47,50,,,24,2089,2113.0,47.641666666666666,0.0,0.0,10.516666666666667,79.57124842370744,2.7,20.42875157629256,13.066666666666666,-0.14999999999999858,0.6166666666666667,13.216666666666667,13.216666666666667,4.665825977301387,,14.697306273062733
2024-08-11,71.01666666666667,3.2311301996341366,28,91.0,275.0,15.0,23.0,95,96.0,6093,674.0,462.0,,,70,181,44,47,,,384,2089,2473.0,55.807780320366135,0.03333333333333333,0.4662004662004662,4.5,62.93706293706294,2.6166666666666667,36.5967365967366,11.316666666666666,4.166666666666667,0.13333333333333333,7.15,7.15,1.8648018648018647,,14.838614318706703
2024-08-12,80.31666666666666,5.949007794480235,40,50.0,209.0,50.0,16.0,96,222.0,9665,300.0,481.0,20,,69,186,48,52,,53.0,672,2089,2761.0,24.574193548387097,0.9333333333333333,22.905027932960895,2.033333333333333,61.452513966480446,0.0,0.0,7.816666666666666,4.85,0.0,2.966666666666667,2.9833333333333334,0.0,,14.658324022346372
2024-08-13,56.13333333333333,2.1058269704923247,29,18.0,464.0,7.0,6.0,91,159.0,3782,699.0,641.0,20,,61,166,46,48,,53.0,137,2089,2226.0,43.53541666666667,0.0,0.0,7.333333333333333,64.80117820324006,3.9833333333333334,35.198821796759944,11.066666666666666,-0.25,0.23333333333333334,11.316666666666666,11.316666666666666,2.0618556701030926,,13.642988338192437
2024-08-14,125.43333333333334,8.786188658235902,34,141.0,281.0,65.0,26.0,98,125.0,14349,704.0,547.0,20,,70,184,47,50,,54.0,965,2089,3054.0,29.20625,0.23333333333333334,4.878048780487805,2.3666666666666667,49.47735191637631,2.183333333333333,45.64459930313589,8.133333333333333,3.35,0.06666666666666667,4.783333333333333,4.783333333333333,1.3937282229965158,,13.509326241134751
2024-08-15,64.66666666666667,1.199867772210292,31,88.0,308.0,0.0,0.0,93,175.0,2310,788.0,571.0,,,62,103,43,46,,,52,2089,2141.0,56.885416666666664,0.08333333333333333,0.6451612903225806,7.583333333333333,58.70967741935483,5.25,40.64516129032258,13.3,0.38333333333333336,0.43333333333333335,12.916666666666666,12.916666666666666,3.354838709677419,,14.759010152284265
2024-08-16,245.9,11.94026883003261,41,238.0,183.0,78.0,24.0,99,181.0,19940,529.0,602.0,20,,78,190,45,47,,53.0,1328,2089,3417.0,47.63125,0.0,0.0,5.883333333333334,65.37037037037037,3.1166666666666667,34.629629629629626,9.216666666666667,0.21666666666666667,0.5333333333333333,9.0,9.0,5.9259259259259265,,15.330660714285699
2024-08-17,211.61666666666667,9.534940944881889,43,355.0,122.0,62.0,6.0,99,107.0,14228,619.0,584.0,,,77,193,46,49,,,1325,2089,3414.0,39.420833333333334,0.0,0.0,5.633333333333334,52.08012326656395,5.183333333333334,47.919876733436055,10.716666666666667,-0.10000000000000142,0.3333333333333333,10.816666666666666,10.816666666666666,3.0816640986132513,,14.381221020092733
2024-08-18,196.6,5.108913942575359,30,66.0,126.0,0.0,0.0,95,105.0,10039,517.0,297.0,,,66,107,46,48,,,315,2089,2404.0,31.856716417910448,0.0,0.0,2.933333333333333,43.13725490196079,3.8666666666666667,56.86274509803921,6.016666666666667,-0.783333333333335,0.03333333333333333,6.8,6.8,0.49019607843137253,,15.952923832923847
2024-08-19,284.3333333333333,11.654438081603436,38,103.0,296.0,18.0,59.0,98,269.0,22974,440.0,668.0,,,73,147,45,47,,,909,2089,2998.0,42.141666666666666,0.5666666666666667,7.744874715261959,4.533333333333333,61.958997722095674,2.216666666666667,30.296127562642365,5.7,-1.6166666666666671,0.06666666666666667,7.316666666666666,7.316666666666666,0.9111617312072893,,15.6433949191686
2024-08-20,317.55,14.304586216495665,53,328.0,107.0,67.0,22.0,99,249.0,22716,300.0,684.0,20,,85,195,45,46,,53.0,1699,2089,3788.0,16.214583333333334,0.31666666666666665,4.439252336448598,5.033333333333333,70.56074766355141,1.7833333333333334,25.0,5.216666666666667,-1.9166666666666679,0.6666666666666666,7.133333333333334,7.133333333333334,9.345794392523365,,15.198886363636374
2024-08-21,74.91666666666667,2.527116638829237,24,22.0,266.0,0.0,8.0,96,82.0,4966,944.0,370.0,,,63,130,48,51,,,186,2089,2275.0,38.75833333333333,0.23333333333333334,2.9473684210526314,4.333333333333333,54.736842105263165,3.35,42.31578947368421,8.533333333333333,0.6166666666666667,0.0,7.916666666666667,7.916666666666667,0.0,,16.651016949152528
2024-08-22,156.8,5.876307364988467,22,23.0,272.0,2.0,52.0,98,73.0,11670,873.0,368.0,,,61,132,41,44,,,422,2089,2511.0,58.4375,0.5666666666666667,8.018867924528301,4.0,56.60377358490566,2.5,35.37735849056604,5.65,-1.4166666666666679,0.05,7.066666666666666,7.066666666666666,0.7075471698113208,,15.095880952380963
2024-08-23,108.03333333333333,5.855180744452398,30,146.0,7.0,57.0,15.0,99,23.0,9527,484.0,176.0,20,,72,187,41,44,,53.0,772,2089,2861.0,37.45864661654135,0.5,7.263922518159806,4.35,63.19612590799032,2.033333333333333,29.539951573849876,6.633333333333333,-0.25,0.7,6.883333333333334,6.883333333333334,10.16949152542373,,14.74159550561798
2024-08-24,194.01666666666668,11.628961862721704,52,313.0,146.0,71.0,23.0,98,279.0,17776,321.0,738.0,20,,80,197,45,49,,54.0,1208,2089,3297.0,24.06081081081081,0.0,0.0,3.7,55.778894472361806,2.933333333333333,44.221105527638194,5.25,-1.3833333333333329,0.03333333333333333,6.633333333333334,6.633333333333334,0.5025125628140703,,15.525879396984918
2024-08-25,248.03333333333333,16.43899626183091,51,177.0,193.0,95.0,16.0,98,230.0,23095,192.0,600.0,20,,88,193,46,51,,53.0,1552,2089,3641.0,21.532085561497325,,,,,,,,,,,,,,
2024-08-26,269.1166666666667,8.219498130915454,27,41.0,226.0,13.0,40.0,99,121.0,16489,724.0,388.0,,,69,138,44,46,,,749,2089,2838.0,44.28333333333333,0.0,0.0,3.3666666666666667,50.88161209068011,3.25,49.1183879093199,5.333333333333333,-1.283333333333335,0.0,6.616666666666666,6.616666666666666,0.0,,14.282538071065996
2024-08-27,318.0833333333333,18.3329356557703,34,98.0,241.0,104.0,75.0,99,133.0,29433,520.0,472.0,20,,80,191,45,47,,54.0,1820,2089,3909.0,34.83541666666667,0.31666666666666665,4.738154613466334,4.216666666666667,63.092269326683294,2.15,32.16957605985037,5.8,-0.8833333333333329,0.016666666666666666,6.683333333333334,6.683333333333334,0.24937655860349126,,16.2604292929293
2024-08-28,165.36666666666667,6.10870019088523,28,36.0,216.0,0.0,32.0,93,144.0,12378,662.0,396.0,,,67,124,43,48,,,403,2089,2492.0,42.10989010989011,0.5166666666666667,7.989690721649484,4.233333333333333,65.4639175257732,1.7166666666666666,26.54639175257732,5.466666666666667,-1.0,0.0,6.466666666666667,6.466666666666667,0.0,,17.360602094240846
2024-08-29,196.7,9.108680307007079,36,197.0,200.0,49.0,31.0,94,135.0,16175,638.0,532.0,20,,72,184,43,45,,54.0,944,2089,3033.0,36.05625,0.43333333333333335,6.63265306122449,3.216666666666667,49.234693877551024,2.8833333333333333,44.13265306122449,5.766666666666667,-0.7666666666666657,0.016666666666666666,6.533333333333333,6.533333333333333,0.25510204081632654,,16.85220207253886
2024-08-30,15.483333333333333,0.9034737135130836,20,15.0,234.0,0.0,0.0,87,74.0,1775,1001.0,323.0,,,57,93,42,44,,,9,2089,2098.0,66.17708333333333,1.0,9.67741935483871,5.716666666666667,55.32258064516129,3.6166666666666667,35.0,8.35,-1.9833333333333343,0.1,10.333333333333334,10.333333333333334,0.967741935483871,,16.52190630048466
2024-08-31,150.71666666666667,10.73045911874652,14,18.0,32.0,72.0,10.0,99,34.0,14572,350.0,84.0,20,,72,191,40,43,,54.0,1089,2089,3178.0,67.01801801801801,0.0,0.0,4.35,57.87139689578714,3.1666666666666665,42.12860310421286,5.566666666666666,-1.9499999999999993,0.23333333333333334,7.516666666666667,7.516666666666667,3.1042128603104215,,14.451236442516251
2024-09-01,0.0,0.0,35,,22.0,0.0,0.0,64,4.0,0,6.0,26.0,,,66,71,62,62,,,0,2089,2089.0,32.148148148148145,,,,,,,,,,,,,,
2024-09-02,0.0,0.0,45,,5.0,0.0,0.0,70,5.0,0,2.0,10.0,,,68,72,62,62,,,0,2089,2089.0,50.90909090909091,,,,,,,,,,,,,,
2024-09-03,0.0,0.0,-1,,,0.0,0.0,,,0,,,,,,,,,,,0,2089,2089.0,,,,,,,,,,,,,,,
2024-09-04,137.58333333333334,4.1594587608367135,26,33.0,201.0,4.0,17.0,99,49.0,8111,566.0,283.0,,,62,139,44,47,,,308,2089,2397.0,56.72079772079772,,,,,,,,,,,,,,
2024-09-05,77.05,6.442376521116678,8,,5.0,45.0,15.0,66,1.0,8907,359.0,6.0,20,,63,168,40,43,,54.0,610,2089,2699.0,68.45098039215686,0.5333333333333333,9.696969696969697,2.8833333333333333,52.42424242424243,2.0833333333333335,37.878787878787875,5.983333333333333,0.48333333333333334,0.03333333333333333,5.5,5.5,0.6060606060606061,,17.177945619335357
2024-09-06,17.0,0.8133748906386702,-1,,,0.0,16.0,,,1537,,,,,109,109,109,109,,,42,574,616.0,87.0,,,,,,,,,,,,,,
2024-09-09,51.13333333333333,4.216003539330311,-1,,,30.0,7.0,,,6359,,,20,,116,168,74,49,,54.0,400,1912,2312.0,81.625,,,,,,,,,,,,,,
2024-09-13,0.0,0.0,-1,,,0.0,0.0,,,0,,,,,,,,,,,0,2089,2089.0,,,,,,,,,,,,,,,
2024-09-14,67.8,4.803199315994592,46,29.0,63.0,40.0,4.0,93,57.0,7129,64.0,149.0,20,,87,194,52,50,,54.0,525,2089,2614.0,16.39252336448598,,,,,,,,,,,,,,
2024-09-15,82.66666666666667,1.957319255547602,28,66.0,415.0,0.0,0.0,96,136.0,3787,686.0,617.0,,,61,100,41,46,,,68,2089,2157.0,41.0,0.0,0.0,8.116666666666667,67.45152354570637,3.9166666666666665,32.54847645429363,9.983333333333333,-2.0500000000000007,0.48333333333333334,12.033333333333333,12.033333333333333,4.016620498614958,,16.148779149519864
2024-09-16,174.25,8.471774834963812,27,89.0,213.0,44.0,14.0,98,145.0,12777,757.0,447.0,20,,65,199,39,43,,54.0,879,2089,2968.0,62.33125,0.0,0.0,5.65,64.69465648854961,3.0833333333333335,35.30534351145038,7.883333333333333,-0.8500000000000014,0.05,8.733333333333333,8.733333333333333,0.5725190839694656,,14.159865642994246
2024-09-17,156.21666666666667,3.9376292452079853,23,24.0,190.0,0.0,0.0,90,111.0,7693,945.0,325.0,,,59,111,43,45,,,177,2089,2266.0,43.08541666666667,0.16666666666666666,2.525252525252525,3.966666666666667,60.1010101010101,2.466666666666667,37.37373737373738,7.033333333333333,0.43333333333333335,0.06666666666666667,6.6,6.6,1.0101010101010102,,13.996183206106851
2024-09-18,164.16666666666666,2.8427732044858027,24,47.0,164.0,2.0,3.0,99,106.0,5449,964.0,317.0,,,58,128,41,45,,,147,2089,2236.0,50.6625,0.9333333333333333,14.000000000000002,3.1166666666666667,46.75,2.6166666666666667,39.25,7.266666666666667,0.6,0.03333333333333333,6.666666666666667,6.666666666666667,0.5,,15.229326683291754
2024-09-19,131.31666666666666,10.3340242980991,10,6.0,11.0,59.0,29.0,85,25.0,15564,433.0,42.0,,,75,191,38,40,,,955,2089,3044.0,63.200803212851405,0.7333333333333333,10.501193317422434,3.6166666666666667,51.78997613365155,2.6333333333333333,37.70883054892602,6.666666666666667,-0.31666666666666643,0.0,6.983333333333333,6.983333333333333,0.0,,12.972057416267946
2024-09-20,99.0,2.0064075797343515,34,92.0,423.0,0.0,0.0,99,222.0,3907,546.0,737.0,20,,64,119,44,46,,54.0,149,2089,2238.0,26.891666666666666,,,,,,,,,,,,,,
2024-09-21,1.0,0.006835083114610674,10,,8.0,0.0,0.0,52,1.0,13,432.0,9.0,,,47,69,41,42,,,0,639,639.0,48.625850340136054,2.3,32.3943661971831,3.0166666666666666,42.48826291079813,1.7833333333333334,25.11737089201878,7.166666666666667,0.06666666666666667,0.18333333333333332,7.1,7.1,2.5821596244131455,,12.777545871559633
2024-09-25,68.78333333333333,5.743333929849678,45,58.0,119.0,40.0,3.0,99,56.0,7050,90.0,233.0,20,,84,198,54,48,,54.0,620,2089,2709.0,57.34,,,,,,,,,,,,,,
2024-09-26,20.583333333333332,0.47472759086932315,27,32.0,428.0,0.0,0.0,93,117.0,933,806.0,577.0,,,59,105,42,45,,,20,2089,2109.0,62.00416666666667,0.2833333333333333,2.8764805414551606,5.716666666666667,58.03722504230119,3.85,39.08629441624365,7.95,-1.8999999999999986,0.38333333333333336,9.85,9.85,3.8917089678511,,15.83135537190085
2024-09-27,69.26666666666667,1.775257496222063,25,56.0,221.0,0.0,0.0,96,93.0,3476,790.0,370.0,,,58,105,41,43,,,101,2089,2190.0,57.84634146341463,0.8333333333333334,7.552870090634441,6.8,61.631419939577036,3.4,30.815709969788518,9.583333333333334,-1.4499999999999993,0.4666666666666667,11.033333333333333,11.033333333333333,4.229607250755287,,15.616161764705883
2024-09-28,0.0,0.0,78,1.0,,0.0,0.0,81,1.0,0,,2.0,,,81,81,81,81,,,0,169,169.0,75.0,,,,,,,,,,,,,,
2025-01-16,105.35,5.950871908056947,81,197.0,14.0,64.0,16.0,100,83.0,8434,,294.0,20,,107,202,68,49,,54.0,1241,2083,3324.0,35.681528662420384,,,,,,,,,,,,,,
2025-01-17,76.75,1.17936252286646,68,568.0,238.0,0.0,0.0,98,515.0,2317,8.0,1321.0,,,82,121,61,49,,,260,2083,2343.0,9.2625,0.8833333333333333,10.192307692307692,6.083333333333333,70.1923076923077,1.7,19.615384615384617,9.066666666666666,0.4,0.6666666666666666,8.666666666666666,8.666666666666666,7.6923076923076925,,16.234143646408832
2025-01-18,59.416666666666664,1.6062445319335084,36,112.0,604.0,2.0,0.0,99,134.0,3147,513.0,850.0,,,72,117,49,57,,,218,2083,2301.0,26.233333333333334,5.433333333333334,57.69911504424778,3.9833333333333334,42.30088495575221,0.0,0.0,10.933333333333334,1.5166666666666666,0.08333333333333333,9.416666666666666,9.416666666666666,0.8849557522123894,,15.082070175438592
2025-01-19,47.21666666666667,0.9774168853893263,44,92.0,584.0,0.0,0.0,92,404.0,1879,281.0,1080.0,,,73,104,53,60,,,66,2083,2149.0,22.729166666666668,0.95,12.723214285714285,4.133333333333334,55.35714285714286,2.3833333333333333,31.919642857142854,10.033333333333333,2.5666666666666664,0.03333333333333333,7.466666666666667,7.466666666666667,0.4464285714285714,,13.63352678571428
2025-01-20,53.416666666666664,0.9525620376998329,39,120.0,468.0,0.0,0.0,98,268.0,1830,497.0,856.0,,,70,111,44,54,,,87,2083,2170.0,18.197916666666668,,,,,,,,,,,,,,
2025-01-21,150.01666666666668,7.322238129324743,46,274.0,261.0,85.0,29.0,100,177.0,10961,435.0,712.0,20,,84,196,51,56,,54.0,1818,2083,3901.0,29.258333333333333,0.7833333333333333,8.333333333333332,5.866666666666666,62.4113475177305,2.75,29.25531914893617,9.4,0.0,0.05,9.4,9.4,0.5319148936170213,,14.961734513274322
2025-01-22,111.3,3.2242951165195257,42,72.0,729.0,2.0,1.0,99,296.0,5767,202.0,1097.0,,,74,130,54,57,,,320,2083,2403.0,21.25,0.5666666666666667,5.112781954887218,7.7,69.47368421052632,2.816666666666667,25.413533834586467,8.316666666666666,-2.7666666666666657,0.11666666666666667,11.083333333333334,11.083333333333334,1.0526315789473684,,16.169104704097105
2025-01-23,69.0,1.9709894217768233,33,4.0,717.0,0.0,0.0,87,116.0,3803,339.0,837.0,,,72,106,57,59,,,133,2083,2216.0,25.114219114219114,0.7,8.4,5.783333333333333,69.39999999999999,1.85,22.2,7.85,-0.4833333333333343,0.23333333333333334,8.333333333333334,8.333333333333334,2.8000000000000003,,15.569999999999993
2025-01-24,60.833333333333336,1.1930326890956813,39,95.0,455.0,0.0,0.0,96,288.0,2078,524.0,838.0,,,71,113,52,56,,,106,2083,2189.0,36.74791666666667,1.0166666666666666,12.2,5.666666666666667,68.0,1.65,19.8,10.383333333333333,2.05,0.016666666666666666,8.333333333333334,8.333333333333334,0.2,,14.870219560878251
2025-01-25,74.51666666666667,1.4726497256024815,44,113.0,323.0,0.0,0.0,93,456.0,2705,451.0,892.0,,,72,112,54,57,,,136,2083,2219.0,35.80833333333333,0.05,0.6172839506172839,5.466666666666667,67.48971193415639,2.5833333333333335,31.893004115226336,9.666666666666666,1.5666666666666667,0.06666666666666667,8.1,8.1,0.823045267489712,,14.09479591836735
2025-01-26,50.416666666666664,1.1470512208701185,39,65.0,527.0,0.0,0.0,99,319.0,2242,446.0,911.0,,,71,123,52,56,,,114,2083,2197.0,29.666666666666668,1.0833333333333333,13.0,4.7,56.39999999999999,2.55,30.599999999999998,11.95,3.6166666666666667,0.0,8.333333333333334,8.333333333333334,0.0,,14.693639999999991
2025-01-27,151.7,7.954794003022349,43,288.0,173.0,46.0,14.0,99,204.0,12186,528.0,665.0,20,,79,196,49,54,,53.0,1059,2083,3142.0,45.59791666666667,1.7333333333333334,16.48177496038035,6.4,60.855784469096676,2.3833333333333333,22.66244057052298,8.616666666666667,-1.8999999999999986,0.03333333333333333,10.516666666666667,10.516666666666667,0.31695721077654515,,14.349383886255922
2025-01-28,70.86666666666666,2.110176568837986,42,152.0,639.0,0.0,0.0,96,247.0,4147,319.0,1038.0,,,74,125,56,59,,,244,2083,2327.0,21.377083333333335,0.0,0.0,6.983333333333333,74.29078014184397,2.4166666666666665,25.70921985815603,8.483333333333333,-0.9166666666666679,0.15,9.4,9.4,1.5957446808510638,,14.781652021089634
2025-01-29,81.38333333333334,1.8697059174421378,32,33.0,568.0,13.0,9.0,99,147.0,3574,570.0,748.0,,,71,148,54,59,,,286,2083,2369.0,27.327083333333334,0.3333333333333333,3.710575139146568,5.6,62.33766233766234,3.05,33.95176252319109,8.833333333333334,-0.14999999999999858,0.0,8.983333333333333,8.983333333333333,0.0,,15.006585820895525
2025-01-30,40.81666666666667,0.7381889763779528,44,166.0,577.0,0.0,0.0,98,309.0,1434,319.0,1052.0,,,73,120,53,59,,,81,2083,2164.0,37.110416666666666,1.7333333333333334,20.51282051282051,4.216666666666667,49.90138067061144,2.5,29.585798816568047,9.75,1.3,0.03333333333333333,8.45,8.45,0.39447731755424065,,14.767367387033397
2025-01-31,27.466666666666665,0.7562087409528354,40,90.0,398.0,0.0,0.0,93,367.0,1486,498.0,855.0,,,71,111,52,53,,,55,2083,2138.0,30.539583333333333,0.3,2.980132450331126,7.2,71.52317880794702,2.566666666666667,25.496688741721858,11.283333333333333,1.2166666666666668,0.3333333333333333,10.066666666666666,10.066666666666666,3.3112582781456954,,14.856247960848268
2025-02-01,61.416666666666664,1.3949783265728146,31,13.0,546.0,0.0,0.0,93,161.0,2648,636.0,720.0,,,69,115,52,57,,,94,2083,2177.0,36.64375,1.0833333333333333,13.948497854077251,4.2,54.077253218884124,2.4833333333333334,31.97424892703863,12.466666666666667,4.7,0.0,7.766666666666667,7.766666666666667,0.0,,13.556244635193133
2025-02-02,42.5,0.6704595164240833,49,232.0,388.0,0.0,0.0,99,326.0,1283,280.0,946.0,,,76,119,54,60,,,144,1860,2004.0,28.002331002331,1.2833333333333334,15.587044534412955,5.2,63.1578947368421,1.75,21.25506072874494,13.75,5.516666666666667,0.7833333333333333,8.233333333333333,8.233333333333333,9.51417004048583,,13.666400778210098
2025-02-03,42.583333333333336,1.0818072456851984,53,108.0,357.0,1.0,10.0,99,304.0,2119,44.0,769.0,,,78,135,61,62,,,186,2083,2269.0,37.81972789115646,,,,,,,,,,,,,,
2025-02-04,79.95,2.335112940427901,35,16.0,533.0,6.0,4.0,99,238.0,4516,417.0,787.0,,,72,140,53,57,,,289,2083,2372.0,36.29955947136564,1.2,12.0,5.783333333333333,57.833333333333336,3.0166666666666666,30.166666666666668,9.566666666666666,-0.43333333333333357,0.08333333333333333,10.0,10.0,0.8333333333333334,,15.178681135225368
2025-02-05,49.166666666666664,1.4229400302234947,36,22.0,288.0,0.0,0.0,96,74.0,2796,157.0,384.0,,,75,117,59,62,,,128,2083,2211.0,47.37179487179487,,,,,,,,,,,,,,
2025-02-06,63.5,1.6124582438558817,45,179.0,509.0,2.0,1.0,99,336.0,3169,323.0,1024.0,,,76,138,58,61,,,317,2083,2400.0,34.16041666666667,0.23333333333333334,2.8688524590163933,5.233333333333333,64.34426229508196,2.6666666666666665,32.78688524590164,9.183333333333334,1.05,0.16666666666666666,8.133333333333333,8.133333333333333,2.0491803278688523,,15.694354838709678
2025-02-07,68.5,1.302394018929452,40,85.0,630.0,0.0,0.0,96,280.0,2507,373.0,995.0,,,72,119,53,55,,,168,2083,2251.0,25.575,0.3333333333333333,2.932551319648094,6.566666666666666,57.77126099706745,4.466666666666667,39.29618768328446,15.216666666666667,3.85,0.05,11.366666666666667,11.366666666666667,0.43988269794721413,,14.777481698389456
2025-02-08,41.25,0.9270858188181023,31,48.0,452.0,0.0,0.0,96,197.0,1775,669.0,697.0,,,68,120,52,56,,,89,2083,2172.0,51.36875,1.2333333333333334,10.99554234769688,6.983333333333333,62.25854383358098,3.0,26.74591381872214,9.033333333333333,-2.1833333333333336,0.1,11.216666666666667,11.216666666666667,0.8915304606240713,,14.993224368499247
2025-02-09,46.88333333333333,0.7959764972560248,43,110.0,732.0,0.0,0.0,98,324.0,1555,199.0,1166.0,,,75,114,58,63,,,136,2083,2219.0,22.5375,1.0833333333333333,16.971279373368144,3.816666666666667,59.7911227154047,1.4833333333333334,23.237597911227155,9.516666666666667,3.1333333333333333,0.0,6.383333333333334,6.383333333333334,0.0,,15.589293193717278
2025-02-10,19.333333333333332,0.44738725841088045,28,3.0,568.0,0.0,0.0,79,70.0,863,741.0,641.0,,,68,104,57,59,,,36,2083,2119.0,41.95,0.5,4.694835680751173,6.65,62.441314553990615,3.5,32.863849765258216,8.683333333333334,-1.966666666666665,0.016666666666666666,10.65,10.65,0.1564945226917058,,14.932106918239008
2025-02-11,77.25,1.8982889922850552,40,93.0,591.0,0.0,0.0,93,274.0,3719,352.0,958.0,,,74,117,52,58,,,236,2083,2319.0,34.33541666666667,0.26666666666666666,3.397027600849257,5.533333333333333,70.48832271762208,2.05,26.11464968152866,10.033333333333333,2.183333333333333,0.0,7.85,7.85,0.0,,14.385148936170214
2025-02-12,65.0,1.9020172194384792,43,61.0,613.0,1.0,0.0,99,394.0,3651,246.0,1068.0,,,76,122,56,63,,,259,2083,2342.0,22.683333333333334,0.9,11.688311688311687,3.9,50.649350649350644,2.9,37.66233766233766,8.866666666666667,1.1666666666666667,0.05,7.7,7.7,0.6493506493506493,,15.587034632034628
2025-02-13,42.0,0.8593563588642329,33,36.0,535.0,0.0,0.0,99,224.0,1618,578.0,795.0,,,70,125,54,56,,,143,2083,2226.0,43.0375,0.7166666666666667,6.902086677367576,6.65,64.04494382022472,3.0166666666666666,29.052969502407706,9.133333333333333,-1.25,0.15,10.383333333333333,10.383333333333333,1.4446227929373996,,14.173370607028755
2025-02-14,55.833333333333336,0.9538047800843076,41,75.0,599.0,0.0,0.0,94,321.0,1863,361.0,995.0,,,73,111,55,61,,,113,2083,2196.0,10.30625,0.0,0.0,5.25,76.27118644067797,1.6333333333333333,23.728813559322035,6.033333333333333,-0.8500000000000014,2.066666666666667,6.883333333333334,6.883333333333334,30.024213075060537,,15.13483558994197
2025-02-15,18.333333333333332,0.3790364272647737,37,103.0,213.0,0.0,0.0,96,434.0,734,654.0,750.0,,,69,113,51,53,,,61,2083,2144.0,47.85208333333333,1.8166666666666667,14.229765013054829,8.833333333333334,69.19060052219321,2.1166666666666667,16.57963446475196,13.266666666666667,0.5,0.05,12.766666666666667,12.766666666666667,0.39164490861618795,,13.711490196078435
2025-02-16,49.0,0.7941123836793128,51,95.0,338.0,0.0,0.0,99,359.0,1560,106.0,792.0,,,78,122,55,61,,,194,1394,1588.0,19.667701863354036,1.7833333333333334,38.07829181494662,1.8,38.43416370106761,1.1,23.487544483985765,9.083333333333334,4.4,0.0,4.683333333333334,4.683333333333334,0.0,,13.958327402135232
2025-02-17,111.75,2.7116638829237254,51,76.0,368.0,0.0,0.0,95,275.0,5259,28.0,719.0,,,81,117,65,63,,,304,2083,2387.0,36.12881355932203,,,,,,,,,,,,,,
2025-02-18,44.166666666666664,0.8282877992523662,29,24.0,375.0,0.0,0.0,96,196.0,1573,784.0,595.0,,,66,113,49,53,,,77,2083,2160.0,53.670833333333334,0.95,8.213256484149856,7.866666666666666,68.01152737752162,2.75,23.77521613832853,12.333333333333334,0.7666666666666667,0.05,11.566666666666666,11.566666666666666,0.43227665706051877,,14.637417027417035
2025-02-19,45.833333333333336,0.8699196691322675,38,254.0,192.0,3.0,1.0,99,177.0,1609,744.0,623.0,,,72,139,53,55,,,257,2083,2340.0,51.45,1.4166666666666667,18.478260869565215,4.2,54.78260869565217,2.05,26.73913043478261,13.7,6.033333333333333,0.21666666666666667,7.666666666666667,7.666666666666667,2.8260869565217392,,14.015074309978768
2025-02-20,40.916666666666664,0.7947337548715501,38,80.0,560.0,0.0,0.0,97,267.0,1561,479.0,907.0,,,71,112,55,59,,,74,2083,2157.0,31.114583333333332,1.0833333333333333,14.22319474835886,4.15,54.48577680525164,2.3833333333333333,31.291028446389497,13.6,5.983333333333333,0.0,7.616666666666666,7.616666666666666,0.0,,15.339934354485763
2025-02-21,6.0,0.06524397518492006,26,2.0,18.0,0.0,0.0,82,3.0,128,65.0,23.0,,,70,99,60,61,,,15,146,161.0,24.41176470588235,,,,,,,,,,,,,,
2025-04-19,18.916666666666668,0.4374453193350831,31,2.0,184.0,0.0,0.0,81,53.0,860,159.0,239.0,,,70,108,47,55,,,24,1996,2020.0,15.020689655172413,,,,,,,,,,,,,,
2025-04-20,102.41666666666667,6.364083750894775,28,161.0,247.0,44.0,4.0,99,90.0,8651,725.0,498.0,20,,71,196,45,46,,53.0,864,2083,2947.0,54.19832985386221,1.6,14.746543778801843,6.316666666666666,58.21812596006144,2.933333333333333,27.035330261136714,12.566666666666666,1.7166666666666668,0.21666666666666667,10.85,10.85,1.9969278033794162,,13.745068285280718
